user_id,course_id,enrolment-date,country,date_joined,grade,date_earned,joined_time,enrolment_time,earned_time,organisation,course_number,modules_attempted
99,course-v1,2024-11-12 12:13:12.561,IE,2024-11-12 12:12:56.000,0.0,2024-11-12 12:40:22.520,12:12:55,12:13:12,12:40:22,HU,MC44v1,53
100,course-v1,2024-11-12 12:20:43.641,IE,2024-11-12 12:20:38.173,0.0,2024-11-19 14:32:31.587,12:20:38,12:20:43,14:32:31,HU,MC44v1,67
101,course-v1,2024-11-12 12:37:31.586,IE,2024-11-12 12:37:28.065,0.0,2024-11-15 06:13:14.860,12:37:28,12:37:31,06:13:14,HU,MC44v1,67
102,course-v1,2024-11-12 13:01:01.913,IE,2024-11-12 12:52:23.833,0.0,2024-11-12 15:21:07.208,12:52:23,13:01:01,15:21:07,HU,MC44v1,67
103,course-v1,2024-11-12 12:56:09.852,IE,2024-11-12 12:56:02.579,0.0,2024-11-27 14:55:09.064,12:56:02,12:56:09,14:55:09,HU,MC44v1,67
104,course-v1,2024-11-12 13:30:21.005,IE,2024-11-12 13:29:37.413,0.0,2024-11-18 19:23:35.011,13:29:37,13:30:21,19:23:35,HU,MC44v1,67
105,course-v1,2024-11-12 14:59:31.073,IE,2024-11-12 14:59:26.032,0.0,2024-11-12 15:49:02.967,14:59:26,14:59:31,15:49:02,HU,MC44v1,59
106,course-v1,2024-11-12 15:08:55.582,IE,2024-11-12 15:08:42.992,0.0,2024-11-14 19:21:15.982,15:08:42,15:08:55,19:21:15,HU,MC44v1,64
107,course-v1,2024-11-12 16:02:07.202,IE,2024-11-12 16:02:00.117,0.0,2024-11-13 14:24:28.242,16:02:00,16:02:07,14:24:28,HU,MC44v1,66
108,course-v1,2024-11-12 16:19:50.209,IE,2024-11-12 16:19:42.833,0.0,2024-11-25 15:35:38.941,16:19:42,16:19:50,15:35:38,HU,MC44v1,67
109,course-v1,2024-11-12 17:32:53.304,IE,2024-11-12 17:32:38.974,0.0,2024-11-15 17:12:05.462,17:32:38,17:32:53,17:12:05,HU,MC44v1,67
110,course-v1,2024-11-12 17:56:39.693,IE,2024-11-12 17:56:37.020,0.0,2024-11-12 18:12:46.413,17:56:37,17:56:39,18:12:46,HU,MC44v1,53
111,course-v1,2024-11-12 19:45:17.032,IE,2024-11-12 19:45:01.317,0.0,2024-11-21 09:02:31.425,19:45:01,19:45:17,09:02:31,HU,MC44v1,67
112,course-v1,2024-11-12 19:56:45.516,IE,2024-11-12 19:56:40.491,0.0,2024-11-28 12:20:52.824,19:56:40,19:56:45,12:20:52,HU,MC44v1,67
